population,image_index,image_id,class_index,snr_db,seed,family,mode,arm,header_accepted,body_crc_accepted,header_false_acceptance,header_fields_correct,payload_bits_correct,source_complete,source_correct,accepted_correct,source_bit_error_rate,candidate_prefix_scales,receiver_label,arithmetic_padding_reads,source_error,image_index_in_archive,prefix_sha256,source_pixels_sha256,received_sha256,transmitted_sha256,raw_payload_bits,actual_payload_bits,attempted_arithmetic_bits,arithmetic_length_field,raw_fallback,header_uses,data_uses,complex_uses,total_energy,header_payload_bits,header_crc_bits,header_tail_bits,header_coded_bits,data_crc_bits,data_tail_bits,data_mother_coded_bits,data_coded_bits,data_information_rate,psnr_db,lpips,dino
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2002,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,518,30,,0,29be673aaf7b50fb7cceff1ae152aea2e8f0705e3775d2f26814907944095421,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,59d319e8788977d4e84870462e31e42eecfcba4d4f103745106e938cbba3cff8,d7aab13ab1c9e375f24ba82df9889c8f6023a3b49b929db2a2db8500fbc8aee7,1860,1506,1506,1506,False,94,2966,3060,6120.0,25,16,6,188,16,6,3056,5932,0.25758597437626435,15.877182006835938,0.19687992334365845,0.9016625285148621
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2002,arithmetic,8,arithmetic_m8,1,1,0,1,1,1,1,1,0.0,8,518,30,,13,ccaad616fddea304ac786c16ac8632afae3e13483547bd85917f54b5dda5725c,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,8c61fe4d3ab3405f3439c751b923c4c0c6cf9123991f4a721ce54b7117650996,b556e5d7c66c4c955d264bfc82073a6cf5c06585b7170bf84e739b88a4930b10,3060,2465,2465,2465,False,94,2966,3060,6120.0,25,16,6,188,16,6,4974,5932,0.41925151719487525,17.625085830688477,0.1499296873807907,0.9333702325820923
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2002,arithmetic,9,arithmetic_m9,1,1,0,1,1,1,1,1,0.0,9,518,30,,21,998a54f29a10c24f2728d369a2b4f28aaeefd74556a64f7f5e9c5a0b2b6882d7,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,799662190d46bbdb7d80383ae5310c6569c15898efb11577694c5c11ea8ebccf,8f0b174b55ce2d8e04796a4848a2d9883f60c7195eea17ecf57df335b04ab486,5088,3956,3956,3956,False,94,2966,3060,6120.0,25,16,6,188,16,6,7956,5932,0.6706001348617667,18.837018966674805,0.12183482944965363,0.9091343283653259
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2003,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,518,0,,0,29be673aaf7b50fb7cceff1ae152aea2e8f0705e3775d2f26814907944095421,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,3c33c3e43572833178b0fb6640f7cf272af413ca14e9669c066abae4d86c03ef,d5a9ed3faeaea0f9d92db3d07deb508b349f90f5ede89129bd7cc40e514121a4,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,15.877182006835938,0.19687992334365845,0.9016625285148621
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2003,raw,8,raw_m8,1,1,0,1,1,1,1,1,0.0,8,518,0,,13,ccaad616fddea304ac786c16ac8632afae3e13483547bd85917f54b5dda5725c,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,ddbdd2850bacda115b6e92e2c4e2c57bbbab2e095c9f39e0b61c609b753a39b6,0cea2c4b7ca783b57b6301b86c6a4a780733df16ba48119251987e461c69f4ff,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,17.625085830688477,0.1499296873807907,0.9333702325820923
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2003,raw,9,raw_m9,1,1,0,1,1,1,1,1,0.0,9,518,0,,21,998a54f29a10c24f2728d369a2b4f28aaeefd74556a64f7f5e9c5a0b2b6882d7,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,75ca79853b6beba7614205a2ca1d652e960731ce9c4723dc79578c6b8e18979f,b743f8e3dfa8e6ede39bac57726e596fd78d21ede43c370afc96459612d1888f,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,18.837018966674805,0.12183482944965363,0.9091343283653259
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2003,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,518,30,,0,29be673aaf7b50fb7cceff1ae152aea2e8f0705e3775d2f26814907944095421,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,1f6a0d2227d4fcb1172101c65ec57aadeef1a6689ef35759b1c9bc7f6661307c,d7aab13ab1c9e375f24ba82df9889c8f6023a3b49b929db2a2db8500fbc8aee7,1860,1506,1506,1506,False,94,2966,3060,6120.0,25,16,6,188,16,6,3056,5932,0.25758597437626435,15.877182006835938,0.19687992334365845,0.9016625285148621
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2003,arithmetic,8,arithmetic_m8,1,1,0,1,1,1,1,1,0.0,8,518,30,,13,ccaad616fddea304ac786c16ac8632afae3e13483547bd85917f54b5dda5725c,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,d291fb248e599ff9a4d0a210bddd180bb718612a70f9bb383d2bd4d71656fc82,b556e5d7c66c4c955d264bfc82073a6cf5c06585b7170bf84e739b88a4930b10,3060,2465,2465,2465,False,94,2966,3060,6120.0,25,16,6,188,16,6,4974,5932,0.41925151719487525,17.625085830688477,0.1499296873807907,0.9333702325820923
development,48,n03127747/ILSVRC2012_val_00003732_n03127747,518,19.0,2003,arithmetic,9,arithmetic_m9,1,1,0,1,1,1,1,1,0.0,9,518,30,,21,998a54f29a10c24f2728d369a2b4f28aaeefd74556a64f7f5e9c5a0b2b6882d7,08d575ca78e8ec0d619123ef77779908752bd32d2173c1fe1f1c67e82a018e5e,a49ae9984b66cda3f69ec6b079928bafc9ffed95b67f0c7cb331af3c96a05dee,8f0b174b55ce2d8e04796a4848a2d9883f60c7195eea17ecf57df335b04ab486,5088,3956,3956,3956,False,94,2966,3060,6120.0,25,16,6,188,16,6,7956,5932,0.6706001348617667,18.837018966674805,0.12183482944965363,0.9091343283653259
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2001,raw,7,raw_m7,1,0,0,1,0,1,0,0,0.003763440860215054,7,538,0,,0,d96e13df086c5488fabf7fe0912c241b856f570b78ce4fb5513fbc8142b45615,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,123b9d57d4586faadbad8141cb50fbe02a07df5ff71f3ad44acd2b03559a36e7,5cf1db0b0f4057c693dbb2954afdd1d8bf944c145a5e34b718fc09b4d8dfe779,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,17.382465362548828,0.24731653928756714,0.7723464965820312
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2001,raw,8,raw_m8,1,0,0,1,0,1,0,0,0.036601307189542485,8,538,0,,1,a5624567d1395fc50a572b72dc202dd85423102013aa1849e92046a37e052b39,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,268d6b436fa23bc0aabe50181dfb0a960b5b336ecbf7d85c848a311f40d414d9,b92a2e2d3dea8d2c3da50f4c0598cd7f5c5d1d63dc6a3ad551267873f8c3727e,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,16.16362953186035,0.28323858976364136,0.6073960661888123
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2001,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.49803459119496857,9,538,0,,2,a872b0f98acbea040492234976aa051c4767ad35dbbb9f41de2f7aab48634056,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,564fde51b8524d5b19361b284432f75610888c384a2c2cf49ee2ea3d3933dd06,0ba383d06095c9ef95e5a487e331856f501d9b4cec88749f55cd8f5ddd5d749c,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,6.905397415161133,0.7101025581359863,0.0424630306661129
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2001,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,538,30,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,1c552e8fe15718d3c4c99d80d6d3f9ec2898603048ed28a93091ba80da62c038,833b6c73b53c348940b63341fdc3b4b4a62020c1c4bebd7b932b4b0a782b24d6,1860,1567,1567,1567,False,94,2966,3060,6120.0,25,16,6,188,16,6,3178,5932,0.26786918408631155,17.350587844848633,0.2540036141872406,0.7763766050338745
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2001,arithmetic,8,arithmetic_m8,1,0,0,1,0,1,0,0,0.5,8,538,80,,4,b71a71769bbf253a12a72d78b1bf4676dcd5209bb8ee086ba4680219149efc3f,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,ed69e55eea2f5d72672408a7343efae0bd51478b4af16cf8842a71a21791bdd4,31ad72c0ad54759bcb69d0b7476471562709e012f416c72df4ac131cdff886b9,3060,2525,2525,2525,False,94,2966,3060,6120.0,25,16,6,188,16,6,5094,5932,0.429366149696561,13.05148983001709,0.5685568451881409,0.3116767704486847
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2001,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.49587264150943394,9,538,225,,5,5b93b8c852a570212b7571cea9f706977db399927c6dbd2555d324cb21e5b5ec,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,d0b394dd0fc16a2ebb41182bf08a2f3a4896ee116f5a2612596af73abcfbac65,2e7f79a0a2bc4cb9efb7cdac5fc45bd48df9840e4660c1d6cf553eeb45d56195,5088,4048,4048,4048,False,94,2966,3060,6120.0,25,16,6,188,16,6,8140,5932,0.6861092380310182,12.278182983398438,0.6339350342750549,-0.005654469132423401
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2002,raw,7,raw_m7,1,0,0,1,0,1,0,0,0.002688172043010753,7,538,0,,6,19860abce71d8607e2b4da7996eeb26204a7989a09ae1a29a95b6ac83ff271e1,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,50b1c46748533b2c77dac39878d2f81812c2dd34e593389fc0bbe5cd8ce561c1,5cf1db0b0f4057c693dbb2954afdd1d8bf944c145a5e34b718fc09b4d8dfe779,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,17.149507522583008,0.25041237473487854,0.7938504219055176
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2002,raw,8,raw_m8,1,0,0,1,0,1,0,0,0.0457516339869281,8,538,0,,7,2b50f2428bb33a2a43caafca71adf1eb3f78eaf5841fde64f8a035218c3a622c,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,80f21fb826a8435255c8829d92a47c70aa8fb8694dbf3f58f94047e6f21fd407,b92a2e2d3dea8d2c3da50f4c0598cd7f5c5d1d63dc6a3ad551267873f8c3727e,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,17.7655086517334,0.2541022002696991,0.6414332389831543
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2002,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.49587264150943394,9,538,0,,8,ce3f646a1d968cd84795384770efba4d505de28943bb643a06774ece5541360e,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,83e9fd41e9e8891d4dd4525bb489ebc9b309744b61d46dedd51fd5bce07c1f9e,0ba383d06095c9ef95e5a487e331856f501d9b4cec88749f55cd8f5ddd5d749c,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,8.616878509521484,0.7217276096343994,-0.01179848238825798
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2002,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,538,30,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,dd5244d246d69b438aad428a4c27950d3e7d1beb769882980e67161d29e74b61,833b6c73b53c348940b63341fdc3b4b4a62020c1c4bebd7b932b4b0a782b24d6,1860,1567,1567,1567,False,94,2966,3060,6120.0,25,16,6,188,16,6,3178,5932,0.26786918408631155,17.350587844848633,0.2540036141872406,0.7763766050338745
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2002,arithmetic,8,arithmetic_m8,1,0,0,1,0,1,0,0,0.4444444444444444,8,538,170,,9,5720da78e46e1e8c2530645990b895530243191e1d85ec93b8f9abfaec34163c,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,4000aff3159f5e7c13c670733a27755ba4101b26c9cde0911870fd37b4e1eebf,31ad72c0ad54759bcb69d0b7476471562709e012f416c72df4ac131cdff886b9,3060,2525,2525,2525,False,94,2966,3060,6120.0,25,16,6,188,16,6,5094,5932,0.429366149696561,13.394468307495117,0.5064173340797424,0.1780151128768921
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2002,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.4858490566037736,9,538,116,,10,1441f7d4f3e4599d11c34ebb1b1b3915d88f6a92cf8b79093cf69ef72fb9cac6,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,2639430968814dfb50570247397f7ba369f28258ca66352e0d3f3675f91d706c,2e7f79a0a2bc4cb9efb7cdac5fc45bd48df9840e4660c1d6cf553eeb45d56195,5088,4048,4048,4048,False,94,2966,3060,6120.0,25,16,6,188,16,6,8140,5932,0.6861092380310182,12.423100471496582,0.5909421443939209,0.31398075819015503
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2003,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,538,0,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,806b43a91ced2901a8a7add406a3aff5a74391a9e688205d1e6b2e26f63b2faf,5cf1db0b0f4057c693dbb2954afdd1d8bf944c145a5e34b718fc09b4d8dfe779,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,17.350587844848633,0.2540036141872406,0.7763766050338745
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2003,raw,8,raw_m8,1,0,0,1,0,1,0,0,0.03300653594771242,8,538,0,,11,38ca60a4a64a4ce41ae18bf970c9abb47115157e21cbb5ee6c5eb5d024f8b880,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,95c7b3190e59fd72d0f98180f021f5a5f4ff59dc024e953ff3ef8b25c433326c,b92a2e2d3dea8d2c3da50f4c0598cd7f5c5d1d63dc6a3ad551267873f8c3727e,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,19.27096176147461,0.1768580973148346,0.7846612930297852
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2003,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.4801493710691824,9,538,0,,12,b0e1dff470899d3c5628cef305a6b0b4a154ee3023977dea5f2e3c1c565c23ff,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,16debf63f29c28e547bd79e2d27b648e341cc05151b67aa8c36200d8c7a2cf2e,0ba383d06095c9ef95e5a487e331856f501d9b4cec88749f55cd8f5ddd5d749c,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,11.853798866271973,0.6492331027984619,0.016140662133693695
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2003,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,538,30,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,8aa6d237cab15d275f765016c6bc643277f4dbd22210d13798cb6a470c0fff14,833b6c73b53c348940b63341fdc3b4b4a62020c1c4bebd7b932b4b0a782b24d6,1860,1567,1567,1567,False,94,2966,3060,6120.0,25,16,6,188,16,6,3178,5932,0.26786918408631155,17.350587844848633,0.2540036141872406,0.7763766050338745
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2003,arithmetic,8,arithmetic_m8,1,0,0,1,0,1,0,0,0.4169934640522876,8,538,134,,13,e9779113656cc0b224fd6d774f261aad172f9dd4fea1b08d8e676b96e2659663,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,4d43c00f35775590194aac6a2ecc64fda1fb51d01752ec82b6ac8cbc98a6cfa5,31ad72c0ad54759bcb69d0b7476471562709e012f416c72df4ac131cdff886b9,3060,2525,2525,2525,False,94,2966,3060,6120.0,25,16,6,188,16,6,5094,5932,0.429366149696561,14.788016319274902,0.4401131868362427,0.398287296295166
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,1.0,2003,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.5007861635220126,9,538,0,,14,44ce277101e40658e01511c732852dcb2ed2f2be4e290f4ff579bf98b572a79f,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,dd9e567517bdcacabfb126bed0515355974bf12d847fc00891714301746cfb1b,2e7f79a0a2bc4cb9efb7cdac5fc45bd48df9840e4660c1d6cf553eeb45d56195,5088,4048,4048,4048,False,94,2966,3060,6120.0,25,16,6,188,16,6,8140,5932,0.6861092380310182,10.085158348083496,0.6619660258293152,0.18628865480422974
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2001,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,538,0,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,ed00ef978708f6c94db50332228f0be222d3b70c49dba98650a2b84887640b5f,5cf1db0b0f4057c693dbb2954afdd1d8bf944c145a5e34b718fc09b4d8dfe779,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,17.350587844848633,0.2540036141872406,0.7763766050338745
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2001,raw,8,raw_m8,1,1,0,1,1,1,1,1,0.0,8,538,0,,15,7228ea67988f68206b9a3715dd4dca41b5efe527eb62755d5ad3dab5a5ebaeb3,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,ad5725696e518af88eafc88c5a31de3fed86e4363ba4fb98b82070d276aaa482,b92a2e2d3dea8d2c3da50f4c0598cd7f5c5d1d63dc6a3ad551267873f8c3727e,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,18.774852752685547,0.16965122520923615,0.8284558057785034
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2001,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.23329402515723272,9,538,0,,16,a680ca08194aa47430e3fa043e00b7f70a55e9568e73cfe369c7c2b9f31deecc,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,98033308f27d357cdcd14bbbf39c916261ab10b11f77086dc65d812b1220c522,0ba383d06095c9ef95e5a487e331856f501d9b4cec88749f55cd8f5ddd5d749c,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,13.801380157470703,0.5510092973709106,0.017548013478517532
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2001,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,538,30,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,46d1bd4d0078a7355f3adbc8827ab280d835fdfbb0e72ca5098db253549eb0fd,833b6c73b53c348940b63341fdc3b4b4a62020c1c4bebd7b932b4b0a782b24d6,1860,1567,1567,1567,False,94,2966,3060,6120.0,25,16,6,188,16,6,3178,5932,0.26786918408631155,17.350587844848633,0.2540036141872406,0.7763766050338745
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2001,arithmetic,8,arithmetic_m8,1,1,0,1,1,1,1,1,0.0,8,538,30,,15,7228ea67988f68206b9a3715dd4dca41b5efe527eb62755d5ad3dab5a5ebaeb3,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,00c7c3e34e1b7e0926ce5dd4192313c0c9daad17eb37188540e63963f3be38dc,31ad72c0ad54759bcb69d0b7476471562709e012f416c72df4ac131cdff886b9,3060,2525,2525,2525,False,94,2966,3060,6120.0,25,16,6,188,16,6,5094,5932,0.429366149696561,18.774852752685547,0.16965122520923615,0.8284558057785034
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2001,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.20636792452830188,9,538,49,,17,23fc39e30a235e612be9da7f3bbdd1b42107d0b8474ff2ef60ced03a544f2f50,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,079b1bfd6005d6bde6753010c3106a1526b0ff2cd22449beeeb903866e4c1f68,2e7f79a0a2bc4cb9efb7cdac5fc45bd48df9840e4660c1d6cf553eeb45d56195,5088,4048,4048,4048,False,94,2966,3060,6120.0,25,16,6,188,16,6,8140,5932,0.6861092380310182,18.125131607055664,0.2095319777727127,0.8008619546890259
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2002,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,538,0,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,82fc5f915f588b801903ed9f8340ff7f0461c31d99cbd6690d0c8a04f8fc1f79,5cf1db0b0f4057c693dbb2954afdd1d8bf944c145a5e34b718fc09b4d8dfe779,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,17.350587844848633,0.2540036141872406,0.7763766050338745
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2002,raw,8,raw_m8,1,1,0,1,1,1,1,1,0.0,8,538,0,,15,7228ea67988f68206b9a3715dd4dca41b5efe527eb62755d5ad3dab5a5ebaeb3,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,85c2b526275ed42a5b460a3765011409a253c09bb829d1af9cf0a80879984f97,b92a2e2d3dea8d2c3da50f4c0598cd7f5c5d1d63dc6a3ad551267873f8c3727e,3060,3060,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,6164,5984,0.5150401069518716,18.774852752685547,0.16965122520923615,0.8284558057785034
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2002,raw,9,raw_m9,1,0,0,1,0,1,0,0,0.22838050314465408,9,538,0,,18,fa124e05194eb4c76857275badf1261a0c6e7c38b0ec2eeca2e9afeb34142071,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,af699fd6157b3f65374987016cd73c0331db41ae2fa273fa7bcefb0768de45cc,0ba383d06095c9ef95e5a487e331856f501d9b4cec88749f55cd8f5ddd5d749c,5088,5088,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,10220,5984,0.8539438502673797,14.57028579711914,0.46965292096138,0.21117562055587769
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2002,arithmetic,7,arithmetic_m7,1,1,0,1,1,1,1,1,0.0,7,538,30,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,ebca4ccc309a49763dc6379fd9b2670c35cfde6573d4a68429cd57f5880addf8,833b6c73b53c348940b63341fdc3b4b4a62020c1c4bebd7b932b4b0a782b24d6,1860,1567,1567,1567,False,94,2966,3060,6120.0,25,16,6,188,16,6,3178,5932,0.26786918408631155,17.350587844848633,0.2540036141872406,0.7763766050338745
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2002,arithmetic,8,arithmetic_m8,1,1,0,1,1,1,1,1,0.0,8,538,30,,15,7228ea67988f68206b9a3715dd4dca41b5efe527eb62755d5ad3dab5a5ebaeb3,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,45dce29dc53c31398465974d21ff76f22d842ee91c8e6e16278c436d610a2ff9,31ad72c0ad54759bcb69d0b7476471562709e012f416c72df4ac131cdff886b9,3060,2525,2525,2525,False,94,2966,3060,6120.0,25,16,6,188,16,6,5094,5932,0.429366149696561,18.774852752685547,0.16965122520923615,0.8284558057785034
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2002,arithmetic,9,arithmetic_m9,1,0,0,1,0,1,0,0,0.4661949685534591,9,538,111,,19,a1524dadaeb5d6df1ad4e0ca4f6d593ef19def2f764e458565da4df48ba1d39d,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,fec4953e691259ef24342ef9c42af00b7008b230978735e47b2891d29d4c7799,2e7f79a0a2bc4cb9efb7cdac5fc45bd48df9840e4660c1d6cf553eeb45d56195,5088,4048,4048,4048,False,94,2966,3060,6120.0,25,16,6,188,16,6,8140,5932,0.6861092380310182,14.203801155090332,0.5058981776237488,0.09019168466329575
development,49,n03220513/ILSVRC2012_val_00006359_n03220513,538,4.0,2003,raw,7,raw_m7,1,1,0,1,1,1,1,1,0.0,7,538,0,,3,206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89,6c47747b22fef34c608caa6ff8c1bf614884668716eea442f2a7c7c6ba1256cf,c63027fc187bbab56def269abab40f62a1854b09c0a91c3a933a944940c68811,5cf1db0b0f4057c693dbb2954afdd1d8bf944c145a5e34b718fc09b4d8dfe779,1860,1860,,,False,68,2992,3060,6120.0,12,16,6,136,16,6,3764,5984,0.3145053475935829,17.350587844848633,0.2540036141872406,0.7763766050338745
